Material,Texto breve de material,Centro,Almacén,Lote,Unidad medida base,Libre utilización,Valor libre util.,Fecha
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP01,,TS,5,714.27,09/08/2025
212093M2,CONDIMENTO PARA HAMBURGUESA,0R20,AP03,,PZA,5,"5,550.04",09/08/2025
212094M2,MARINADOR MEZQUITE,0R20,AP03,,PZA,5,"23,141.20",09/08/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP01,,ROL,4,"3,789.11",09/08/2025
212627M2,PEREJIL EN HOJUELA BX 2,0R20,AP03,,KG,4,"1,195.54",09/08/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP02,,ROL,3,"2,723.36",09/08/2025
212097M2,AJO DESIDRATADO GRANULAR FINO,0R20,AP03,,PZA,2,"16,048.96",09/08/2025
100762,CINTA PAPEL 70MM C/REFUERZO IMP 1 TINTA,0R20,AP02,,ROL,2,336.38,09/08/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP02,,TS,2,261.97,09/08/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP03,,TS,2,233.73,09/08/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP03,,KG,2,207.96,09/08/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP05,,KG,1,195.32,09/08/2025
10000343,"PAPEL P/HAMBURG. 14 X 14 5 1/2"" CUADRADO",0R20,AP03,,CA,1,"10,926.87",09/08/2025
212630M2,COLOR CARMIN 5 % LIQUIDO,0R20,AP07,,KG,1,853.39,09/08/2025
212233M2,ADITIVO KKN ENHANCE SACO 25 KG,0R20,AP07,,BOL,1,"7,031.20",09/08/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP03,,ROL,1,779.56,09/08/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP05,,PZA,1,119.21,09/08/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP09,,KG,1,107.61,09/08/2025
101905,HILO GRUESO (45) POLIESTER 54 HEBRAS,0R20,AP07,,CJ,1,929.90,09/08/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP02,,KG,0,57.98,09/08/2025
212098M2,MARINADOR NATURAL,0R20,AP03,,PZA,0,808.91,09/08/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP09,,ROL,0,316.84,09/08/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP05,,ROL,0,300.12,09/08/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP08,,PZA,0,45.30,09/08/2025
212631M2,HUMO LÍQUIDO POLY C10,0R20,AP08,,KG,0,28.35,09/08/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP07,,PZA,0,24.59,09/08/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP02,,PZA,0,6.76,09/08/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP05,,TS,0,5.00,09/08/2025
10000263,BOLSA DE 40 X 60/150 NATURAL,0R20,AP05,,KG,0,0.35,09/08/2025
100109,SEPARADOR REGULAR SHOLULDER 29.5 X 10,0R20,AP06,,PZA,"15,009","7,721.79",12/08/2025
102004,Bolsa Vacio 13X18 JKK PACK CAL 50,0R20,AP02,,PZA,"9,999","34,012.02",12/08/2025
100000,CANASTILLA GIGANTE MEDIANO,0R20,AP01,,PZA,"9,936","937,010.94",12/08/2025
101637,BOLSA STANDUP FINASHIERBAS 180X230+80,0R20,AP03,,PZA,"5,791","13,593.30",12/08/2025
101639,BOLSA SANTUP LONGANIZAAHUMADA 200X300+80,0R20,AP03,,PZA,"5,082","13,590.98",12/08/2025
101635,BOLSA STAND UP YUCATECA 180X230+80,0R20,AP03,,PZA,"4,550","11,771.79",12/08/2025
101642,BOLSA STAND UP PASTOR 180X230+80,0R20,AP03,,PZA,"3,990","10,882.43",12/08/2025
101656,BOLSA POUCHE FONDO NEGRO 7X12 ARRACHERA,0R20,AP02,,PZA,"3,800","6,691.92",12/08/2025
100766,BOLSA STAND UP TOCINO 250X270+140,0R20,AP03,,PZA,"3,422","10,168.47",12/08/2025
10000144,TAPA KRAFT SONORA,0R20,AP01,,PZA,"3,403","30,169.64",12/08/2025
100980,BOLSA 10”X14” PCHBIO 250 ZUBEX,0R20,AP03,,PZA,"3,158","6,468.10",12/08/2025
10000145,FONDO KRAFT SONORA,0R20,AP01,,PZA,"3,120","28,128.54",12/08/2025
100252,BOLSA P/EMPAQUE AL VACIO 14 x 23 S /IMP,0R20,AP01,,PZA,"2,540","17,472.68",12/08/2025
101656,BOLSA POUCHE FONDO NEGRO 7X12 ARRACHERA,0R20,AP03,,PZA,"2,520","4,437.80",12/08/2025
101591,CHAROLA CARTON CORRUGADO P/MARINADO 6 KG,0R20,AP03,,PZA,"2,418","24,565.40",12/08/2025
10000301,BOLSA DE 25 X 40/125 NAT BAJA DENCIDAD,0R20,AP01,,PZA,"2,328",899.21,12/08/2025
101775,BOLSA Z5CR 11X19 CON IMPRESION ZUBEX,0R20,AP03,,PZA,"2,200","10,866.11",12/08/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP01,,PZA,"1,921","4,440.71",12/08/2025
101641,BOLSA SANTUP LONGANIZANATURAL 200X300+80,0R20,AP03,,PZA,"1,912","5,160.99",12/08/2025
101892,BOLSA TBG 12X17 CHUL AHUMADA,0R20,AP09,,PZA,"1,831","23,578.15",12/08/2025
100751,PAD PLSA150 5X7 pul (100069412),0R20,AP01,,PZA,"1,812","1,694.00",12/08/2025
101636,BOLSA STAND UP LEÑA 180X230+80,0R20,AP03,,PZA,"1,793","4,699.77",12/08/2025
101638,BOLSA STAND UP ADOBO 180X230+80,0R20,AP03,,PZA,"1,793","4,774.72",12/08/2025
100054,PAÑOS DE 48 X 50/250 NAT R/S 6.25,0R20,AP01,,PZA,"1,751","1,548.31",12/08/2025
101634,BOLSA STAND UP AJO 180X230+80,0R20,AP03,,PZA,"1,669","4,239.66",12/08/2025
101855,ETIQUETA ARRACHERA CERDO 150 X 80 MM,0R20,AP03,,PZA,"1,477","1,922.26",12/08/2025
100167,"BOLSA C/CUBREHUESO 11""X31"" (100278789)",0R20,AP09,,PZA,"1,377","32,651.62",12/08/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP01,,PZA,"1,355","20,820.47",12/08/2025
101810,BOLSA TERMO 14X30 IMPRESA B2632,0R20,AP02,,PZA,"1,295","11,702.41",12/08/2025
100780,BOLSA STAND UP HAMBUR CERDO 250X270+140,0R20,AP03,,PZA,"1,286","4,078.42",12/08/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP02,,PZA,931,"2,152.16",12/08/2025
100054,PAÑOS DE 48 X 50/250 NAT R/S 6.25,0R20,AP05,,PZA,843,745.42,12/08/2025
100140,FONDO KNT-004F P/LOINS 56.8X42.4X11.1CM,0R20,AP06,,PZA,747,"7,808.65",12/08/2025
100153,PAÑOS DE 75 X 90/150,0R20,AP01,,PZA,745,"1,062.20",12/08/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP03,,PZA,478,"1,104.98",12/08/2025
101657,BOLSA TERMO S/IMPRE 11X16 SEALED AIR,0R20,AP09,,PZA,435,"1,760.33",12/08/2025
102004,Bolsa Vacio 13X18 JKK PACK CAL 50,0R20,AP03,,PZA,431,"1,466.06",12/08/2025
10000144,TAPA KRAFT SONORA,0R20,AP03,,PZA,360,"3,191.62",12/08/2025
100155,BANDA RAYADA DE CARTON CORRUGADO SIMBOLO,0R20,AP01,,PZA,345,"1,204.05",12/08/2025
100167,"BOLSA C/CUBREHUESO 11""X31"" (100278789)",0R20,AP01,,PZA,324,"7,682.73",12/08/2025
100138,FONDO KNT-005F P/REGULAR BELLY,0R20,AP01,,PZA,320,"4,311.10",12/08/2025
100168,"BOLSA C/CUBREHUESO 16""X28"" (100968397)",0R20,AP03,,PZA,289,"7,480.32",12/08/2025
101656,BOLSA POUCHE FONDO NEGRO 7X12 ARRACHERA,0R20,AP09,,PZA,281,494.85,12/08/2025
101760,TAPA EXPO HAN GPM 593X484X110 IRAPUATO,0R20,AP06,,PZA,275,"3,882.70",12/08/2025
101751,BOLSA 1.20X60+18/180 NAT TIF 187,0R20,AP03,,PZA,266,"1,695.87",12/08/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP02,,PZA,221,"3,395.81",12/08/2025
100763,BOLSA VACIO 14” X 21” C/IMP CAL.200,0R20,AP09,,PZA,181,"1,166.64",12/08/2025
212223M2,CONDIMENTO MILANESA S KEKEN,0R20,AP03,,KG,166,"18,938.12",12/08/2025
101719,CHAROLA GPM CONTENEDORA 101023 MAQ,0R20,AP01,,PZA,164,"3,695.20",12/08/2025
212190M2,CONDIMENTO ACHIOTE P/LONGANIZA MA&FB,0R20,AP03,,KG,161,"32,139.21",12/08/2025
10000145,FONDO KRAFT SONORA,0R20,AP03,,PZA,160,"1,442.49",12/08/2025
212632M2,VINAGRE BLANCO,0R20,AP03,,L,150,"1,973.59",12/08/2025
10000144,TAPA KRAFT SONORA,0R20,AP02,,PZA,139,"1,232.32",12/08/2025
10000145,FONDO KRAFT SONORA,0R20,AP02,,PZA,139,"1,253.16",12/08/2025
101749,"BOLSA VACIO 8""X17"" C/IMP S/RECTO B2632",0R20,AP09,,PZA,127,506.39,12/08/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP09,,PZA,125,288.96,12/08/2025
100155,BANDA RAYADA DE CARTON CORRUGADO SIMBOLO,0R20,AP03,,PZA,118,411.82,12/08/2025
K29026369,AGUA PURIFICADA RISCO,0R20,AP07,,PZA,113,"3,616.01",12/08/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP03,,PZA,94,"1,444.37",12/08/2025
K29026357,SAL FINA PARA MESA,0R20,AP03,,KG,94,"1,622.47",12/08/2025
212212M2,CONDIMENTO CARNE AL PASTOR KEKEN,0R20,AP03,,KG,90,"14,888.28",12/08/2025
100155,BANDA RAYADA DE CARTON CORRUGADO SIMBOLO,0R20,AP05,,PZA,81,282.69,12/08/2025
101026,BOLSA CX 6035 S/IMP 8 X 12,0R20,AP09,,PZA,80,310.87,12/08/2025
101800,TAPA EXPO KNT 418 X 286 X 103 IRAPUATO,0R20,AP06,,PZA,75,635.68,12/08/2025
212429M2,CONSERVADOR CITRAL NISSIN,0R20,AP03,,KG,66,"15,191.34",12/08/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP01,,KG,64,"8,647.61",12/08/2025
212176M2,CONDIMENTO ADOBO P/MILANESA KEKEN,0R20,AP03,,KG,63,"9,806.53",12/08/2025
10000264,BOLSA DE FUELLE 73X80+35/200 NAT,0R20,AP07,,KG,63,"3,934.34",12/08/2025
K29026369,AGUA PURIFICADA RISCO,0R20,AP03,,PZA,62,"1,983.33",12/08/2025
100042,BOLSA PARA COMBO 160 X 40 X 2.40/400,0R20,AP01,,PZA,42,"2,618.49",12/08/2025
212162M2,CONDIMENTO SAZONADOR MARINADO Nº3 F/H,0R20,AP03,,KG,40,"4,157.88",12/08/2025
101620,ETIQUETA 40 X 40 BOPP IMPRESO UNA TINTA,0R20,AP03,,PZA,36,4.33,12/08/2025
212102M2,NARANJA AGRIA,0R20,AP03,,PZA,27,"4,867.09",12/08/2025
10000268,BOLSA DE 30 X 90/150 NATURAL,0R20,AP01,,KG,26,"1,658.92",12/08/2025
101969,STOCKINETTE NORMAL PRESENTACION 15 KG,0R20,AP08,,KG,20,"2,455.91",12/08/2025
212201M2,CONDIMENTO MRD AL AJO KEKEN MA&FB,0R20,AP03,,KG,20,"1,833.60",12/08/2025
212128M2,MARINADOR PARRILLA GRILLED BACON #5044,0R20,AP03,,KG,19,"9,336.92",12/08/2025
100762,CINTA PAPEL 70MM C/REFUERZO IMP 1 TINTA,0R20,AP03,,ROL,19,"2,996.68",12/08/2025
212594M2,HUMO LIQUIDO,0R20,AP03,,KG,18,"1,895.21",12/08/2025
10000263,BOLSA DE 40 X 60/150 NATURAL,0R20,AP03,,KG,16,934.66,12/08/2025
212529M2,PIMENTON DULCE 120 ASTAS HEAT,0R20,AP03,,KG,16,"1,956.37",12/08/2025
212152M2,CURE DOUBLE SALT,0R20,AP03,,KG,16,800.47,12/08/2025
212225M2,ACHIOTE P/MILANESA YUCATECA KEKEN GRIFFI,0R20,AP03,,KG,16,"2,103.73",12/08/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP08,,PZA,14,32.36,12/08/2025
212633M2,GARDATECH NK 05,0R20,AP02,,KG,13,"1,614.01",12/08/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP03,,PZA,13,"1,829.01",12/08/2025
10000263,BOLSA DE 40 X 60/150 NATURAL,0R20,AP01,,KG,11,613.47,12/08/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP09,,PZA,10,"1,460.76",12/08/2025
100762,CINTA PAPEL 70MM C/REFUERZO IMP 1 TINTA,0R20,AP02,,ROL,9,"1,464.00",12/08/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP05,,PZA,9,20.80,12/08/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP01,,PZA,8,"1,087.61",12/08/2025
100762,CINTA PAPEL 70MM C/REFUERZO IMP 1 TINTA,0R20,AP09,,ROL,6,"1,012.66",12/08/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP02,,PZA,6,891.73,12/08/2025
100155,BANDA RAYADA DE CARTON CORRUGADO SIMBOLO,0R20,AP02,,PZA,6,20.94,12/08/2025
212093M2,CONDIMENTO PARA HAMBURGUESA,0R20,AP03,,PZA,5,"5,550.04",12/08/2025
212630M2,COLOR CARMIN 5 % LIQUIDO,0R20,AP07,,KG,5,"3,236.32",12/08/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP01,,TS,4,613.08,12/08/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP07,,PZA,4,9.25,12/08/2025
212627M2,PEREJIL EN HOJUELA BX 2,0R20,AP03,,KG,4,"1,195.54",12/08/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP02,,TS,4,518.20,12/08/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP02,,ROL,3,"3,210.24",12/08/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP01,,ROL,2,"2,269.93",12/08/2025
10000146,COMBOS DE SONORA,0R20,AP01,,PZA,2,604.86,12/08/2025
212097M2,AJO DESIDRATADO GRANULAR FINO,0R20,AP03,,PZA,2,"11,924.41",12/08/2025
212094M2,MARINADOR MEZQUITE,0R20,AP03,,PZA,1,"7,021.24",12/08/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP02,,KG,1,191.55,12/08/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP03,,TS,1,209.02,12/08/2025
10000343,"PAPEL P/HAMBURG. 14 X 14 5 1/2"" CUADRADO",0R20,AP03,,CA,1,"10,926.87",12/08/2025
10000265,BOLSA DE 60X90/300 B.D NATURAL,0R20,AP01,,KG,1,82.89,12/08/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP09,,ROL,1,"1,128.93",12/08/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP03,,KG,1,133.98,12/08/2025
212233M2,ADITIVO KKN ENHANCE SACO 25 KG,0R20,AP07,,BOL,1,"7,031.20",12/08/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP09,,KG,1,107.61,12/08/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP05,,ROL,1,725.67,12/08/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP03,,ROL,1,579.79,12/08/2025
101905,HILO GRUESO (45) POLIESTER 54 HEBRAS,0R20,AP07,,CJ,0,721.00,12/08/2025
212098M2,MARINADOR NATURAL,0R20,AP03,,PZA,0,808.91,12/08/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP05,,PZA,0,49.44,12/08/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP08,,PZA,0,40.64,12/08/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP05,,TS,0,37.66,12/08/2025
212631M2,HUMO LÍQUIDO POLY C10,0R20,AP08,,KG,0,28.35,12/08/2025
10000265,BOLSA DE 60X90/300 B.D NATURAL,0R20,AP05,,KG,0,11.00,12/08/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP07,,PZA,0,18.88,12/08/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP05,,KG,0,9.95,12/08/2025
10000263,BOLSA DE 40 X 60/150 NATURAL,0R20,AP05,,KG,0,0.35,12/08/2025
100109,SEPARADOR REGULAR SHOLULDER 29.5 X 10,0R20,AP06,,PZA,"15,009","7,721.79",13/08/2025
100000,CANASTILLA GIGANTE MEDIANO,0R20,AP01,,PZA,"9,936","937,010.94",13/08/2025
102004,Bolsa Vacio 13X18 JKK PACK CAL 50,0R20,AP02,,PZA,"6,412","21,810.69",13/08/2025
101637,BOLSA STANDUP FINASHIERBAS 180X230+80,0R20,AP03,,PZA,"5,791","13,593.30",13/08/2025
101639,BOLSA SANTUP LONGANIZAAHUMADA 200X300+80,0R20,AP03,,PZA,"5,082","13,590.98",13/08/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP01,,PZA,"4,397","10,164.39",13/08/2025
101642,BOLSA STAND UP PASTOR 180X230+80,0R20,AP03,,PZA,"3,990","10,882.43",13/08/2025
10000145,FONDO KRAFT SONORA,0R20,AP01,,PZA,"3,490","31,464.30",13/08/2025
10000144,TAPA KRAFT SONORA,0R20,AP01,,PZA,"3,373","29,903.67",13/08/2025
100054,PAÑOS DE 48 X 50/250 NAT R/S 6.25,0R20,AP01,,PZA,"3,346","2,958.67",13/08/2025
101656,BOLSA POUCHE FONDO NEGRO 7X12 ARRACHERA,0R20,AP02,,PZA,"2,900","5,106.99",13/08/2025
101892,BOLSA TBG 12X17 CHUL AHUMADA,0R20,AP09,,PZA,"2,879","37,073.46",13/08/2025
101656,BOLSA POUCHE FONDO NEGRO 7X12 ARRACHERA,0R20,AP03,,PZA,"2,520","4,437.80",13/08/2025
100766,BOLSA STAND UP TOCINO 250X270+140,0R20,AP03,,PZA,"2,426","7,208.86",13/08/2025
101635,BOLSA STAND UP YUCATECA 180X230+80,0R20,AP03,,PZA,"2,330","6,028.19",13/08/2025
10000301,BOLSA DE 25 X 40/125 NAT BAJA DENCIDAD,0R20,AP01,,PZA,"2,328",899.21,13/08/2025
101775,BOLSA Z5CR 11X19 CON IMPRESION ZUBEX,0R20,AP03,,PZA,"2,200","10,866.11",13/08/2025
101591,CHAROLA CARTON CORRUGADO P/MARINADO 6 KG,0R20,AP03,,PZA,"2,110","21,436.31",13/08/2025
100980,BOLSA 10”X14” PCHBIO 250 ZUBEX,0R20,AP03,,PZA,"2,030","4,157.77",13/08/2025
101641,BOLSA SANTUP LONGANIZANATURAL 200X300+80,0R20,AP03,,PZA,"1,912","5,160.99",13/08/2025
100751,PAD PLSA150 5X7 pul (100069412),0R20,AP01,,PZA,"1,812","1,694.00",13/08/2025
101636,BOLSA STAND UP LEÑA 180X230+80,0R20,AP03,,PZA,"1,793","4,699.77",13/08/2025
101634,BOLSA STAND UP AJO 180X230+80,0R20,AP03,,PZA,"1,669","4,239.66",13/08/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP01,,PZA,"1,564","24,031.90",13/08/2025
101855,ETIQUETA ARRACHERA CERDO 150 X 80 MM,0R20,AP03,,PZA,"1,477","1,922.26",13/08/2025
100252,BOLSA P/EMPAQUE AL VACIO 14 x 23 S /IMP,0R20,AP01,,PZA,"1,392","9,575.58",13/08/2025
100167,"BOLSA C/CUBREHUESO 11""X31"" (100278789)",0R20,AP09,,PZA,"1,377","32,651.62",13/08/2025
100155,BANDA RAYADA DE CARTON CORRUGADO SIMBOLO,0R20,AP01,,PZA,"1,351","4,714.99",13/08/2025
100780,BOLSA STAND UP HAMBUR CERDO 250X270+140,0R20,AP03,,PZA,"1,286","4,078.42",13/08/2025
100054,PAÑOS DE 48 X 50/250 NAT R/S 6.25,0R20,AP05,,PZA,843,745.42,13/08/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP02,,PZA,780,"1,803.10",13/08/2025
100140,FONDO KNT-004F P/LOINS 56.8X42.4X11.1CM,0R20,AP06,,PZA,747,"7,808.65",13/08/2025
100153,PAÑOS DE 75 X 90/150,0R20,AP01,,PZA,613,874.00,13/08/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP03,,PZA,474,"1,095.73",13/08/2025
101657,BOLSA TERMO S/IMPRE 11X16 SEALED AIR,0R20,AP09,,PZA,435,"1,760.33",13/08/2025
10000144,TAPA KRAFT SONORA,0R20,AP05,,PZA,400,"3,546.24",13/08/2025
102004,Bolsa Vacio 13X18 JKK PACK CAL 50,0R20,AP03,,PZA,344,"1,170.13",13/08/2025
100167,"BOLSA C/CUBREHUESO 11""X31"" (100278789)",0R20,AP01,,PZA,324,"7,682.73",13/08/2025
100138,FONDO KNT-005F P/REGULAR BELLY,0R20,AP01,,PZA,320,"4,311.10",13/08/2025
101638,BOLSA STAND UP ADOBO 180X230+80,0R20,AP03,,PZA,317,844.16,13/08/2025
100168,"BOLSA C/CUBREHUESO 16""X28"" (100968397)",0R20,AP03,,PZA,289,"7,480.32",13/08/2025
101760,TAPA EXPO HAN GPM 593X484X110 IRAPUATO,0R20,AP06,,PZA,275,"3,882.70",13/08/2025
10000144,TAPA KRAFT SONORA,0R20,AP03,,PZA,261,"2,313.92",13/08/2025
101751,BOLSA 1.20X60+18/180 NAT TIF 187,0R20,AP03,,PZA,250,"1,593.86",13/08/2025
101656,BOLSA POUCHE FONDO NEGRO 7X12 ARRACHERA,0R20,AP09,,PZA,209,368.06,13/08/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP02,,PZA,181,"2,781.19",13/08/2025
100763,BOLSA VACIO 14” X 21” C/IMP CAL.200,0R20,AP09,,PZA,181,"1,166.64",13/08/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP03,,PZA,174,"2,673.63",13/08/2025
101719,CHAROLA GPM CONTENEDORA 101023 MAQ,0R20,AP01,,PZA,164,"3,695.20",13/08/2025
K29026369,AGUA PURIFICADA RISCO,0R20,AP07,,PZA,155,"4,960.00",13/08/2025
212190M2,CONDIMENTO ACHIOTE P/LONGANIZA MA&FB,0R20,AP03,,KG,154,"30,745.21",13/08/2025
212632M2,VINAGRE BLANCO,0R20,AP03,,L,138,"1,811.94",13/08/2025
212223M2,CONDIMENTO MILANESA S KEKEN,0R20,AP03,,KG,130,"14,774.44",13/08/2025
101749,"BOLSA VACIO 8""X17"" C/IMP S/RECTO B2632",0R20,AP09,,PZA,127,506.39,13/08/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP09,,PZA,119,275.09,13/08/2025
10000144,TAPA KRAFT SONORA,0R20,AP02,,PZA,98,868.83,13/08/2025
10000145,FONDO KRAFT SONORA,0R20,AP02,,PZA,98,883.52,13/08/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP05,,PZA,97,224.23,13/08/2025
K29026357,SAL FINA PARA MESA,0R20,AP03,,KG,90,"1,560.09",13/08/2025
212212M2,CONDIMENTO CARNE AL PASTOR KEKEN,0R20,AP03,,KG,90,"14,888.28",13/08/2025
100155,BANDA RAYADA DE CARTON CORRUGADO SIMBOLO,0R20,AP05,,PZA,81,282.69,13/08/2025
101800,TAPA EXPO KNT 418 X 286 X 103 IRAPUATO,0R20,AP06,,PZA,75,635.68,13/08/2025
K29026369,AGUA PURIFICADA RISCO,0R20,AP03,,PZA,62,"1,980.54",13/08/2025
10000145,FONDO KRAFT SONORA,0R20,AP03,,PZA,61,549.95,13/08/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP01,,KG,59,"7,881.00",13/08/2025
100155,BANDA RAYADA DE CARTON CORRUGADO SIMBOLO,0R20,AP02,,PZA,44,153.56,13/08/2025
10000264,BOLSA DE FUELLE 73X80+35/200 NAT,0R20,AP07,,KG,40,"2,485.82",13/08/2025
212162M2,CONDIMENTO SAZONADOR MARINADO Nº3 F/H,0R20,AP03,,KG,40,"4,157.88",13/08/2025
212631M2,HUMO LÍQUIDO POLY C10,0R20,AP08,,KG,37,"4,147.88",13/08/2025
101620,ETIQUETA 40 X 40 BOPP IMPRESO UNA TINTA,0R20,AP03,,PZA,36,4.33,13/08/2025
212176M2,CONDIMENTO ADOBO P/MILANESA KEKEN,0R20,AP03,,KG,36,"5,568.51",13/08/2025
100155,BANDA RAYADA DE CARTON CORRUGADO SIMBOLO,0R20,AP03,,PZA,35,122.15,13/08/2025
100042,BOLSA PARA COMBO 160 X 40 X 2.40/400,0R20,AP01,,PZA,33,"2,057.38",13/08/2025
212429M2,CONSERVADOR CITRAL NISSIN,0R20,AP03,,KG,31,"7,208.40",13/08/2025
10000268,BOLSA DE 30 X 90/150 NATURAL,0R20,AP01,,KG,26,"1,658.92",13/08/2025
101969,STOCKINETTE NORMAL PRESENTACION 15 KG,0R20,AP08,,KG,20,"2,455.91",13/08/2025
212201M2,CONDIMENTO MRD AL AJO KEKEN MA&FB,0R20,AP03,,KG,20,"1,833.60",13/08/2025
100762,CINTA PAPEL 70MM C/REFUERZO IMP 1 TINTA,0R20,AP03,,ROL,18,"2,876.28",13/08/2025
212594M2,HUMO LIQUIDO,0R20,AP03,,KG,18,"1,895.21",13/08/2025
212102M2,NARANJA AGRIA,0R20,AP03,,PZA,16,"2,903.88",13/08/2025
10000263,BOLSA DE 40 X 60/150 NATURAL,0R20,AP03,,KG,16,934.66,13/08/2025
212529M2,PIMENTON DULCE 120 ASTAS HEAT,0R20,AP03,,KG,16,"1,956.37",13/08/2025
10000265,BOLSA DE 60X90/300 B.D NATURAL,0R20,AP01,,KG,16,"1,021.82",13/08/2025
212128M2,MARINADOR PARRILLA GRILLED BACON #5044,0R20,AP03,,KG,15,"7,610.29",13/08/2025
212152M2,CURE DOUBLE SALT,0R20,AP03,,KG,15,765.20,13/08/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP01,,PZA,14,"2,069.71",13/08/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP08,,PZA,13,30.05,13/08/2025
212633M2,GARDATECH NK 05,0R20,AP02,,KG,12,"1,438.77",13/08/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP03,,PZA,11,"1,641.21",13/08/2025
10000263,BOLSA DE 40 X 60/150 NATURAL,0R20,AP01,,KG,11,613.47,13/08/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP09,,PZA,9,"1,283.48",13/08/2025
100762,CINTA PAPEL 70MM C/REFUERZO IMP 1 TINTA,0R20,AP09,,ROL,6,940.62,13/08/2025
